"SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
206.610000610352,207.449996948242,205.830001831055,206.929992675781,91087800,171.367218017578
207.889999389648,208.990005493164,206.970001220703,208.919998168945,97545900,173.015274047852
209.070007324219,209.839996337891,208.759994506836,209.779998779297,93670400,173.727447509766
209.399993896484,210.320007324219,209.100006103516,210.110000610352,76968200,174.000640869141
209.660003662109,210.220001220703,209.339996337891,210.130004882812,80652900,174.017242431641
209.410003662109,210.419998168945,209.240005493164,209.979995727539,91462500,173.893035888672
209.479995727539,211.330001831055,208.729995727539,211.240005493164,140896400,174.936508178711
210.940002441406,211.210006713867,210.479995727539,211.210006713867,74411100,174.911636352539
211.119995117188,212.050003051758,210.759994506836,211.809997558594,72472300,175.408554077148
211.660003662109,212.240005493164,211.220001220703,211.630004882812,73061700,175.259475708008
211.520004272461,211.710006713867,210.649993896484,211.380004882812,72697900,175.052459716797
211.259994506836,211.580001831055,210.600006103516,210.660003662109,108076000,174.456207275391
210.779998779297,212.059997558594,210.720001220703,211.990005493164,87491400,175.557601928711
211.470001220703,212.050003051758,210.080001831055,211.119995117188,110325800,174.837112426758
210.399993896484,210.490005493164,209.059997558594,210.229995727539,114497200,174.100067138672
210.619995117188,210.800003051758,209.850006103516,210.460006713867,76873000,174.29052734375
209.419998168945,209.940002441406,207.100006103516,207.5,188128000,171.839263916016
207.740005493164,208.789993286133,207.550003051758,208.360000610352,89818900,172.551467895508
206.710006713867,206.809997558594,204.929992675781,204.979995727539,157121300,169.752334594727
205.289993286133,205.5,204.399993896484,204.5,110145700,169.35481262207
205.259994506836,207.179992675781,205.199996948242,207.100006103516,93993500,171.508026123047
206.770004272461,207.929992675781,204.580001831055,205.830001831055,162410900,170.456298828125
206.710006713867,208.690002441406,205.860000610352,208.580001831055,136099200,172.733673095703
207.690002441406,208.419998168945,206.979995727539,207.960006713867,94510400,172.220199584961
207.389999389648,211.270004272461,206.619995117188,210.460006713867,228808500,174.29052734375
209.960006713867,210.470001220703,209.029998779297,209.5,117917300,173.495529174805
209.710006713867,211.020004272461,209.490005493164,210.410003662109,177715100,175.026962280273
210.419998168945,211.110000610352,210,210,71784500,174.685928344727
209.850006103516,210.399993896484,208.740005493164,208.820007324219,77805300,173.704391479492
209.070007324219,209.350006103516,205.710006713867,205.759994506836,159521700,171.158950805664
204.960006713867,206.369995117188,204.119995117188,205.270004272461,153067200,170.751266479492
205.130004882812,205.949996948242,204.899993896484,205.740005493164,118939000,171.142288208008
206.979995727539,208.610000610352,206.960006713867,208.25,96180400,173.23014831543
207.259994506836,208.100006103516,206.360000610352,206.429992675781,126768700,171.716217041016
206.389999389648,206.419998168945,204.509994506836,205.699996948242,137303600,171.109008789062
205.619995117188,206.979995727539,205.399993896484,206.440002441406,86900900,171.724578857422
205.369995117188,208.449996948242,205.210006713867,207.830001831055,114368200,172.880798339844
207.860000610352,208.759994506836,207.240005493164,207.279998779297,81236300,172.423278808594
207.550003051758,208.509994506836,207.080001831055,207.979995727539,89351900,173.005630493164
207.779998779297,209.179992675781,207.190002441406,208.899993896484,85548900,173.770889282227
209.199996948242,210.089996337891,208.960006713867,210.039993286133,72722900,174.719161987305
209.869995117188,210.630004882812,209.029998779297,209.089996337891,74436600,173.928909301758
208.850006103516,209.710006713867,208.100006103516,209.490005493164,75099900,174.261657714844
210.050003051758,211.039993286133,209.949996948242,210.429992675781,99529300,175.043563842773
210.029998779297,210.979995727539,209.789993286133,210.369995117188,68934900,174.99365234375
208.940002441406,209.229995727539,207.009994506836,207.949996948242,191113200,172.980651855469
209.059997558594,210.25,208.960006713867,209.850006103516,92189500,174.561172485352
210.669998168945,210.860000610352,209.240005493164,209.600006103516,72559800,174.353179931641
210.009994506836,210.850006103516,208.899993896484,210.630004882812,78264600,175.209991455078
210.149993896484,211.940002441406,210.009994506836,211.160003662109,102585900,175.650817871094
211.660003662109,211.970001220703,211.110000610352,211.649993896484,61327400,176.058410644531
212.330001831055,212.479995727539,210.539993286133,210.770004272461,79358100,175.326431274414
210.740005493164,211.5,209.330001831055,211.440002441406,86863500,175.883758544922
210.369995117188,211.289993286133,209.600006103516,210.570007324219,125684900,175.160110473633
