Date,SPY_Return,SPY_V,RollingVol21,RollingSkew21,Drawdown,VolOfVol,VIX,C_t,State,Regime,Prob_Recovery,Prob_StableBull,Prob_Correction,Prob_Panic,Prob_BullRecovery
2016-01-29,0.024084816,0.654571225,0.014486777,0.276925198,-0.078573864,0.000928668,20.20000076,0.812270279,0,Recovery,0.99999995077451,1.6728517259855994e-237,2.4341884281138566e-09,4.679044608091276e-08,1.7086405058907774e-40
2016-02-01,-0.000361454,0.429838952,0.014471653,0.210870479,-0.078906857,0.001005758,19.97999954,0.809795187,0,Recovery,0.9999999826577551,1.0551459381706221e-182,8.578818408787174e-11,1.7256638700699546e-08,1.2084039598932575e-29
2016-02-02,-0.018186414,0.192767649,0.014777471,0.227970809,-0.095506833,0.001083167,21.97999954,0.809661399,0,Recovery,0.999999974303137,1.7218841175848814e-222,1.443368837869022e-12,2.5694886277504504e-08,2.483836403585148e-36
2016-02-03,0.005977266,1.123273627,0.014694932,0.064840201,-0.090084247,0.001136488,21.64999962,0.793669791,0,Recovery,0.9999999941264832,1.3255141540440896e-235,6.932449502820065e-14,5.873947639240431e-09,4.960067302339963e-34
2016-02-04,0.001566876,0.812571263,0.014693258,0.065995068,-0.088657405,0.001146336,21.84000015,0.809302525,0,Recovery,0.9999999890405888,4.74804561088119e-224,2.831570806425201e-15,1.0959159705010027e-08,9.002123933022737e-34
2016-02-05,-0.019234094,0.580208391,0.01498942,0.069781121,-0.106018754,0.001084825,23.37999916,0.814847075,0,Recovery,0.9999999848168956,1.0049347737304934e-266,5.1386008882316914e-17,1.518247468544609e-08,7.234830184926428e-40
2016-02-08,-0.01355253,1.126899694,0.014386795,0.121104801,-0.118052731,0.001049785,26.0,0.775743077,0,Recovery,0.9999999954306986,5e-324,2.712082880809117e-18,4.568781813242344e-09,7.973158832509026e-45
2016-02-09,5.41e-05,1.670916823,0.014247768,0.023235504,-0.118005038,0.000999509,26.54000092,0.786554995,0,Recovery,0.9999999968840712,0.0,3.1232020466772054e-19,3.1159381337192092e-09,2.7861576140277546e-47
2016-02-10,-0.000863319,1.280133867,0.014236416,0.042027522,-0.118766152,0.000929489,26.29000092,0.783877198,0,Recovery,0.9999999972787919,0.0,6.448984813284886e-21,2.721133379682744e-09,7.940502650706399e-51
2016-02-11,-0.013093083,1.046081029,0.014258598,0.216729687,-0.130229014,0.0008576,28.13999939,0.772316136,0,Recovery,0.9999999901046976,0.0,3.108623575675455e-22,9.895202564402068e-09,8.809389758706748e-58
2016-02-12,0.020407114,1.322117886,0.014133223,0.177916837,-0.112297152,0.000807244,25.39999962,0.753457828,0,Recovery,0.999999995192411,0.0,8.66191842771674e-25,4.807429101685103e-09,1.7210086940244774e-59
2016-02-16,0.016737211,1.001272611,0.014160588,0.179353533,-0.097314448,0.000789252,24.11000061,0.752715599,0,Recovery,0.9999999838200894,1.9438549581486e-310,1.6532222623514645e-26,1.6179549290154235e-08,9.316820250552712e-46
2016-02-17,0.016202913,0.717752626,0.013737458,0.0701363,-0.082569177,0.000779666,22.30999947,0.742435411,0,Recovery,0.9999999712981666,8.81085965664277e-241,6.829564634226656e-27,2.8701572627727402e-08,5.071856196263017e-36
2016-02-18,-0.004104502,0.465536429,0.013787337,0.124052633,-0.086327056,0.000731184,21.63999939,0.744583503,0,Recovery,0.9999999928186298,4.865355036459922e-217,7.366579500588806e-27,7.181385293932629e-09,1.5643511915184738e-31
2016-02-19,-0.000468305,0.441975547,0.013422425,0.055723174,-0.086754833,0.000675561,20.53000069,0.761496549,0,Recovery,0.9999999966512405,2.7568184520542653e-232,2.096161236814637e-27,3.348423169606732e-09,4.528179557817207e-34
2016-02-22,0.014375265,0.192357841,0.013687294,-0.001095684,-0.073531878,0.000573161,19.37999916,0.766929726,0,Recovery,0.9999999743795346,1.842863493124878e-217,1.2645092010993879e-27,2.5620397247110856e-08,4.975882221781056e-35
2016-02-23,-0.012710006,-0.012536546,0.013374357,0.162528047,-0.085232777,0.000560514,20.97999954,0.747780375,0,Recovery,0.9999999883566488,3.292176663272158e-205,3.583823010775723e-27,1.1643009088736656e-08,5.589533834091646e-32
2016-02-24,0.004565309,0.225134809,0.01290331,0.04956918,-0.081047034,0.000583421,20.71999931,0.745005866,0,Recovery,0.9999999940591806,4.660278915303424e-218,1.7253715559606174e-27,5.94088596599343e-09,4.418494800748764e-34
2016-02-25,0.012038803,-0.004899841,0.012836113,0.053282612,-0.069917079,0.000616625,19.11000061,0.749530191,0,Recovery,0.999999984231181,9.391748101847576e-195,1.1066008700627924e-27,1.576918112661592e-08,2.269513294262319e-32
2016-02-26,-0.002304547,-0.188561603,0.012558967,0.002612312,-0.072058031,0.000678381,19.80999947,0.794233955,0,Recovery,0.9999999746705729,4.0952974123729375e-171,5.0857230584010136e-27,2.5329981375829157e-08,1.6948040525421072e-28
2016-02-29,-0.007872752,-0.249112418,0.012701613,0.130083556,-0.079334806,0.000725936,20.54999924,0.794168905,0,Recovery,0.9999999831688912,5.908639799058303e-187,3.1425138901079195e-27,1.6830244555450035e-08,5.873334070572023e-32
